16908185901284724290,1
1919119961452474762,1
9336061954898103825,1
9807586318246068745,1
12681212797915084155,1
7358574899286124665,1
13206544895079566891,1
9125785588797330217,1
3591311651006680984,1
18407672425609684734,1
3327257380320608428,1
16181183413305272778,1
7388845943954944316,0
3363013221311140438,0
13715817580475194230,1
17760501361331173404,1
12056897216843795060,1
12245963859311149047,1
9840109094009232204,1
56083394203838780,1
1017500579721386751,1
9301976826421337323,1
1289383528319620555,1
11451931187823858655,1
6536086506568014907,1
9344708847809324888,1
9396465245544314481,1
6448372332578917650,1
12396754335287528731,-1
13220417112563328866,-1
13020393766554580555,1
12665245955616922674,1
16293126318412669912,1
8611764045313796665,1
3304062456309741772,1
3596598358100928209,1
9586116852793310974,-1
8972453880964140334,-1
17166897011442908845,1
17166897011442908845,1
13858135535666906567,1
15888809275364573,1
15630403995322695319,1
1766492491821477773,1
6808226481488068388,1
11048361917658356314,1
4720196786180321296,0
9703435025672689006,0
2500918805469814948,1
6525177202923264815,1
12030790779774661033,1
12467741239819322715,1
6516039994572235698,1
18051745562286551667,1
8359088699049728216,1
1477688494608685059,1
7834811603177284488,1
881131700631888723,1
16873619819762770491,1
10226009760208836228,1
17712956183947799823,1
10524975741393426864,1
11238367739116798284,-1
12908298037724255438,-1
13450191076381513942,0
10555701692843691348,0
16046313713636080245,1
14960818467691777341,1
14273121116052193573,-1
15502555843097114221,-1
4649303057726029974,1
6265731148440568762,1
6881368707135885218,1
5264274028638604430,1
8459814114754605689,-1
2024637388439013513,-1
2185063313873646122,1
10277612779352652554,1
529187014654550824,-1
15072127945087335649,-1
2919933446139146768,0
8655826339375966762,0
12543751504733483939,1
18000836164707835901,1
12821316677914213527,0
16588442982099538121,0
16543060374110468953,1
10154342985724625321,1
11587066290836357216,1
17318456752608041050,1
718570249941030571,1
16107730577909008738,1
4532827222361275011,1
7583037860443526877,1
2386338573120402871,1
8558652248494971369,1
5285502122504773502,-1
12906249324824853895,-1
2480440720429539117,1
2424532839161318916,1
864874237171459143,1
14961178880318973044,1
1493791889002274583,0
15500103123058810660,0
4762108991212554884,1
1106674364545296687,1
10218909061243392400,1
5274063277611279815,1
5372794741138083415,1
12742325009287507118,1
1137518436182324590,1
14729348691699316061,1
1689663206738366014,-1
15335475666513612301,-1
10512272123999735693,1
6125723362508667866,1
15531113220882154341,1
11152113013071683790,1
110686491620884111,-1
9755297357791066492,-1
3338469083818700727,-1
3338469083818700727,-1
12161244594271284740,1
12647483100435061344,1
13204351353613902128,0
12717829725352301908,0
13551771063923258942,1
6101760310750655142,1
14857040024958101359,-1
11069793820942288590,-1
16281475933607523927,0
3506780629822214149,0
7449684333435140068,1
12788792787605988818,1
8689893875927922896,1
12574269333928291046,1
5482688252415855094,1
11865343160156343662,1
2267339562585555261,1
5243936720909312156,1
13131196960181113270,1
6927399576444617600,1
12232143885404462722,1
9212461755016105140,1
7068695277094456600,1
5967255153422517054,1
13984719237518156868,1
3032999866012155944,1
1927997324892196366,1
17493469796622887522,1
7555510675805026222,1
12418667985705641067,1
3176963138483424820,1
323006241739012930,1
12287828949762723719,1
9632057589689044629,1
13077625717664596147,1
11119912249352929697,1
6995576181289368360,1
8578848369342461435,1
18394418017284589451,1
16815719592511670616,1
14436587915746044835,1
6911640866349766375,1
15538329276000134295,1
4616533359998196179,1
14832718170852564751,0
5258371925290207701,0
16286640919916711479,0
16270421149133643550,0
13017846633952844708,0
4146964264454334741,0
8894079065322143920,0
9216182218168804861,0
14848797752187489830,-1
5418003056994834684,-1
7448339859746578093,1
7193858904875940832,1
2393486458517246533,1
12399267172380893428,1
16632820274445353159,1
8034307708050855739,1
2960297249445174227,-1
2960297249445174227,-1
2466810181048339677,1
14827563861647260705,1
2987107022063229223,1
8178978773734582409,1
16623601242544964147,1
4029348648496915553,1
15149047961193837333,1
4450104899367273449,1
17883139347899629429,1
11590131985130032859,1
8055984906917038315,-1
9121588690170688092,-1
1638276221908470848,1
1145009371287999132,1
15671085005190666068,1
5298886386092236404,1
7020065684582251880,1
8085851980314298335,1
9678198578038408544,1
11461782184892046268,1
9374284087177366990,1
853282186781739798,1
2455197780443456658,1
8291096256292538368,1
18068641854670622424,1
12384282469475443274,1
15324723897291896242,1
5032962127089469498,1
14706502893153750754,0
6729232326372586346,0
3564778728462024490,1
7275279027476007810,1
6159840307767066725,0
14071875356162738569,0
2975506954631589998,1
11758549099267552955,1
13771179118249175206,1
3853062190056943219,1
12488311204808620462,1
6721764067222062694,1
14301971456488143357,-1
14983790878914786789,-1
16723592180406436503,-1
2446718227245686677,-1
17342666439358331335,1
4129756903097574597,1
8519811360476133492,1
13303533426688266514,1
7621884237699053376,1
12062198036348870182,1
788924624956811252,1
8881689530454184039,1
10282328023194138361,1
10145025649142369811,1
8226459657555928290,1
15801056830863587643,1
6649191295666610056,1
3840939711730668363,1
4971139491310413016,1
3311947924473063451,1
14009851200115565931,1
12404631053511957964,1
15967179800863369823,1
12960293365842907896,1
12026498856499870810,-1
4584356608068155746,-1
2614190232055669527,-1
17180325921673834300,-1
8159087506358684226,1
11793516549611470137,1
7122406504281131271,1
10455628388761118694,1
712260774398937428,-1
261283800647799909,-1
2850383146470240830,-1
17124136118509043221,-1
4554613775582660974,1
17662698086629115205,1
13377038275671902429,1
8416945658792194194,1
18432748995455042613,1
13477105692327734150,1
7990803429104820047,1
17089564017776717822,1
9231842236500310719,1
7349150641406538362,1
18325149758399679718,1
11806466299217224842,1
6191658283198668287,1
7556021168197009264,1
8899637740745352853,1
9716799943262409984,1
7150159407834439109,1
11412868399326031440,1
16549475660749167734,1
2284128170507033479,1
18037374385699574594,1
20537116626769075,1
1738451701784927049,-1
11531038058212247531,-1
11133448357966103556,-1
8211281927279235509,-1
5457398087931329628,1
14680090320478739908,1
13196946619049635399,-1
11256982794551732972,-1
11045100350135522605,-1
8231934828484182172,-1
9364023187508309629,1
7675840597665364940,1
532063636466364366,1
16957861798517575195,1
4686219635161948966,1
2634850106381915407,1
6575551390802956729,-1
9361668308450116377,-1
17127984844445211243,1
7317836031231958568,1
9922990995437713608,1
4065852143071780417,1
10452343437018268568,1
2366478589381518609,1
1702319484356969003,1
11603267782643552454,1
605160836354657567,1
13762220411020582898,1
15187105863142110499,1
8908560211221391610,1
7783904815202357808,1
16445178120809092723,1
9826997945726652161,-1
5965822616585805217,-1
2980462198852380937,1
10990471748115779456,1
3595877816240542297,1
9240923083517375696,1
