1926267414349533760,0,exact,1
14739454517094613952,-1,exact,1
1725128746236146688,-1,low,1
2544297774689158080,-1,low,1
9576041149559746816,-1,low,1
5624565852872198592,-1,low,1
8216228325966765632,-1,low,1
3439046169927608320,-1,exact,2
15282861645489124736,-2,high,1
3737736298585564544,-2,high,2
8543121202197836800,-2,high,1
10468610280102863872,-2,high,2
3481768345386606464,-1,high,1
15535451898971901824,-1,high,2
7677879914004007424,-1,high,1
10179812977063254528,-1,high,2
12806355741142631808,0,exact,1
2172456316302891456,-1,high,1
9549385672604355008,-1,high,2
8762963287796617792,0,exact,1
10240468442847612992,-1,high,1
1494445089433813056,-1,high,2
10241812305140905536,-1,exact,3
14498773840893951936,-2,exact,1
7862189555750289728,-2,low,1
1831538055446784832,-1,low,1
13647635939061782336,-2,low,1
11373164158657447232,-1,low,1
17945877230602777920,-2,low,1
13228044298875467072,-2,low,1
11887262969562445120,-2,exact,2
1683591985790013888,-1,low,1
3065980172343498112,-1,low,1
6369539237384570112,-1,low,1
10447718594727372672,-1,low,1
7479289486549335808,-1,low,1
11463189801962050176,-1,low,1
11374143236177514048,-1,low,1
2334374506451799040,-1,low,2
719662838475215360,-1,low,3
3553370622656057728,-2,exact,1
13645025397905331072,-1,low,1
13788146683350543232,-2,low,1
2782183537867633536,-1,low,1
7604328649563735424,-2,low,1
10548966634519728768,-2,low,1
11973460636658066560,-2,low,1
1840873187141688448,-2,exact,2
12138325491098996928,-3,high,1
3662509061553144000,-3,high,2
10278959376954196160,-1,low,1
7755896363538214080,-1,low,1
5073575084545569472,-1,low,1
5083609713801173184,-1,low,1
15572469841875179968,-1,low,1
8435289141358815424,-1,low,1
8998929510753829568,-1,low,1
16668882592053849280,-1,low,2
14900819975514829504,-1,low,3
12995252833362849024,-1,low,1
8839247466203797248,-1,low,1
18033530294832946944,-1,low,1
9085709487490855168,-1,low,1
7217451400363932480,-2,exact,1
8679647895980043840,-2,low,1
5617545114139816512,-2,low,1
2775350644414518336,-2,exact,2
452213435297855744,-3,high,1
14065054383050785024,-3,high,2
7117236784683629376,-3,high,1
12083730566884901696,-3,high,2
6736886630035376960,-1,low,1
17904299118049121600,-1,low,1
13764357669714403136,-1,low,1
18244582876854837248,-1,low,1
648410140847867136,0,low,1
4213100812405233664,0,low,1
4762618295536257600,-1,low,1
16543919334738302784,-1,low,2
14703780321852115264,-1,low,3
2465375972718945408,-1,low,1
513746926539207296,-1,low,1
11143678121201491328,-1,low,1
5967207555577296832,-2,exact,1
7338884180999853504,-2,low,1
3859728239606785728,-2,low,1
12485935383804540352,-2,low,1
4103511214969226176,-2,exact,2
5925945054794465408,-3,high,1
13774256411667746944,-3,high,2
14136175430201151424,-3,high,1
2969871286771457984,-3,high,2
13149164888492616320,-2,high,1
6584796292231182976,-2,high,2
17844104443745723008,-1,low,1
15739259245557465984,-1,low,1
17171120032926895232,-1,low,1
2127375279773353600,0,low,1
4801191458838178432,-1,low,1
5267542527456167808,-1,low,1
9035358440307468040,0,low,1
13895932091919951176,-1,low,2
16807952959647398728,-1,low,3
13293408738509738952,-2,exact,1
3266290942182698440,-2,low,1
6428886353928003784,-2,low,1
11336223807833780168,-2,low,1
3250196000904121800,-2,low,1
6864140892498101448,-2,low,1
11405644389305851336,-2,low,1
4403369555972814280,-2,exact,2
7297863818783927432,-3,high,1
17759543271426266248,-3,high,2
12288924698305653192,-3,high,1
4159827556788883912,-3,high,2
9295746389494417032,-2,high,1
1310700253899357832,-2,high,2
13153056853749700552,-2,high,1
2718099935995408328,-2,high,2
7467900453267117256,-1,low,1
1418772311839358920,-1,low,1
9101109813385525960,-1,low,1
10197351451295969480,0,low,1
18156303735739361992,-1,low,1
4777939878244419784,-1,low,1
13158821488417582216,0,low,1
802142457572912840,-1,low,2
2501842946441130184,-1,low,3
7647967428588966728,-2,exact,1
5095419679259232072,-2,low,1
7965724506135212360,-2,low,1
881573987887283528,-2,low,1
17529056834066431560,-2,low,1
970769354939647304,-2,low,1
14536630996492020552,-2,low,1
6043504337836978440,-2,exact,2
7620586959417791752,-3,high,1
7837696587267828040,-3,high,2
5943422780504582472,-3,high,1
6304920132326069512,-3,high,2
10198360794143899400,-2,high,1
9836723500470371144,-2,high,2
5654634255833913160,-2,high,1
5439678844133829384,-2,high,2
8689170327642803464,-1,low,1
8220626662337013512,-1,low,1
10760015952779543560,-1,low,1
150840469657745736,-1,low,1
12680001501052500744,-1,low,1
13157618041243229704,-1,low,1
10744008742451685192,-1,low,1
2449837139388048648,-1,low,2
605185842450561800,-1,low,3
10653079659208545544,-1,exact,4
4669698141924570760,0,exact,1
13160386804014825032,0,low,1
13118990514820447304,0,low,1
4920479008418622024,0,low,1
9404915007054417992,0,low,1
7389603782134369288,0,low,1
5289021206140261384,-1,high,1
14313144622443346952,-1,high,2
7040295507119743176,0,exact,1
15004168092312648,-1,high,1
2374925727030901320,-1,high,2
7668281153122604040,-1,high,1
17350983130549453832,-1,high,2
14876612708941406792,-1,high,1
6112649539125228104,-1,high,2
14702351951076058120,-1,high,1
17062203127236590088,-1,high,2
4280004092584497224,0,exact,1
3730066484197785224,0,low,1
4535740995380952456,1,low,1
2157855345345203848,0,low,1
7376273867665644168,0,low,1
13385394713940464072,-1,high,1
11025473765684678600,-1,high,2
4577670212205954952,1,exact,1
15447056575397338888,0,exact,1
14872588898309002056,2,low,1
17381257336158498568,1,low,1
10865486790187217992,1,low,1
6530273221916436232,0,low,1
8111539693037228296,-1,high,1
6415490819975008008,-1,high,2
6148837116778427208,-1,high,3
8992723568500698440,-1,high,4
10644324320023929544,0,exact,1
9923918879111751368,0,low,1
9990755440312048328,0,low,1
6084259500557318344,0,low,1
15585893261884437704,1,low,1
5252472675882664328,-1,high,1
6328652856726348424,-1,high,2
6883159249422593736,-1,high,1
14205974938405781192,-1,high,2
13541695050828522120,0,exact,1
12052413577299213448,0,low,1
14368644613083930312,-1,high,1
16460214887558385352,-1,high,2
17936834347710659208,-1,high,1
15845264176346868360,-1,high,2
10880443089288156872,-1,high,1
891501042286446280,-1,high,2
12994134537592408200,1,exact,1
12197505386414703496,2,low,1
2800789744614606280,0,exact,1
9774255828278267592,1,low,1
8373928444799619784,1,low,1
5002139105534621064,-1,high,1
7850539087117151112,-1,high,2
11948112684278843336,0,exact,1
11858774912340247432,1,low,1
17431704213349810056,0,low,1
5067221819371451848,0,low,1
12218770279393748616,0,low,1
1260421015072262536,0,low,1
7849569233838685064,-1,high,1
5757436226340334472,-1,high,2
4880755829164758984,-1,high,3
7647799525257284040,-1,high,4
16591257883153845064,1,exact,1
7788927643123280456,3,low,1
14205820311926570824,1,low,1
5365203915034185224,0,exact,1
2928439255477838600,0,low,1
2227274789368133128,1,low,1
2954292655850440008,1,low,1
3529693873041206344,0,exact,2
10785598756692914696,-1,high,1
1084807594621755912,-1,high,2
5225537044848914504,-1,high,1
7749875130379804744,-1,high,2
6426685875743281928,0,high,1
5046073302518542344,0,high,2
6126199024176189000,0,high,1
10408707444065744456,0,high,2
7135381327853044232,0,high,1
17989014829945508360,0,high,2
4955564063900209480,0,high,1
6625603662602793544,0,high,2
8877438220512619592,0,exact,3
9385249569143177736,-2,high,1
15651995205621609992,-2,high,2
593808967641799688,0,low,1
2729354210298989256,0,low,1
